entrezgene;avg(weighted);max(weighted)
23376;1.67877153151762;2.7370519886703653
8630;0.180107221762655;0.6822857970594305
5939;0.738666687840618;0.7890007195797908
11176;0.041350654367238;0.12405196310171461
7161;0.0343383651559693;0.14856073499297692
10728;0.0646793457014312;0.07003376694728478
2735;0.240706631565494;0.26300023985993026
9457;2.27468667042306;4.77191157840334
81491;0.199019882710526;0.7200579484163273
49856;0.0343383651559693;0.14856073499297692
22954;0.633774948618047;0.7346699101544241
64333;0.194038037104294;0.21010130084185433
4035;1.53634593961163;1.6457439251841093
25895;0.124051963101714;0.24810392620342922
29078;0.24992657620058;1.0917451737595
27237;0.303964588603777;0.3631213420059472
54453;0.268824260380038;0.27380255739851583
83729;0.258717382805725;0.2801350677891391
8608;0.406086825448818;0.4902363686309934
63976;0.767095390744562;0.8722516817734258
253714;0.184630058026521;0.4366980695038
23245;0.169361371035977;0.17774920917348666
3798;0.129358691402862;0.14006753389456955
127262;0.0835025412948636;0.1980809799906359
1953;0.0835025412948636;0.1980809799906359
148870;0.0495202449976589;0.049520244997658974
11318;0.452755419910018;0.4902363686309934
9880;0.452755419910018;0.4902363686309934
6866;0.573822021566775;1.1164676679154317
4640;0.517434765611449;0.5602701355782782
23306;1.41485917311692;1.512251379194599
4665;0.582114111312881;0.630303902525563
6778;3.63020068810563;3.866712829634935
79837;0.0646793457014312;0.07003376694728478
4141;0.194038037104294;0.21010130084185433
114785;0.129358691402862;0.14006753389456955
140625;0.465669201069663;0.5535443365100587
121214;1.56397876821028;1.6935438189070682
10690;0.0849366339871234;0.1492510464446066
79694;0.227489918971521;0.7200579484163273
3626;0.303827187569985;0.7443117786102877
1649;0.129358691402862;0.14006753389456955
10540;0.129358691402862;0.14006753389456955
283377;0.2566772695366;0.26300023985993026
196403;0.0646793457014312;0.07003376694728478
22864;0.322537877920853;0.7443117786102877
6472;0.556905844780176;0.9303897232628596
11247;0.517434765611449;0.5602701355782782
5069;0.481248805300814;0.582952139322851
57419;0.593685036358074;0.8125930050998271
246329;0.528712216802515;0.6202598155085731
56901;0.551267119184645;0.8683637417120023
114792;0.267810507218292;1.047497310805891
4666;0.340312905293753;0.49620785240685844
5557;0.134997416998395;0.18607794465257194
100287898;0.190667820256364;0.23723328707573946
388588;0.0495202449976589;0.049520244997658974
115557;0.0466685944612002;0.06575005996498257
10330;0.131101650085124;0.20017731861939103
